Image Filename,Label
Artwork_wikidata_00000000.jpg,3
Artwork_wikidata_00000001.jpg,3
Artwork_wikidata_00000002.jpg,3
Artwork_wikidata_00000003.jpg,4
Artwork_wikidata_00000004.jpg,4
Artwork_wikidata_00000005.jpg,4
Artwork_wikidata_00000006.jpg,4
Artwork_wikidata_00000007.jpg,4
Artwork_wikidata_00000008.jpg,4
Artwork_wikidata_00000009.jpg,5
Artwork_wikidata_00000010.jpg,5
Artwork_wikidata_00000011.jpg,5
Artwork_wikidata_00000012.jpg,10
Artwork_wikidata_00000013.jpg,10
Artwork_wikidata_00000014.jpg,10
Artwork_wikidata_00000015.jpg,10
Artwork_wikidata_00000016.jpg,10
Artwork_wikidata_00000017.jpg,10
Artwork_wikidata_00000018.jpg,10
Artwork_wikidata_00000019.jpg,10
Artwork_wikidata_00000020.jpg,10
Artwork_wikidata_00000021.jpg,10
Artwork_wikidata_00000022.jpg,10
Artwork_wikidata_00000023.jpg,10
Artwork_wikidata_00000024.jpg,10
Artwork_wikidata_00000025.jpg,10
Artwork_wikidata_00000026.jpg,10
Artwork_wikidata_00000027.jpg,11
Artwork_wikidata_00000028.jpg,11
Artwork_wikidata_00000029.jpg,11
Artwork_wikidata_00000030.jpg,11
Artwork_wikidata_00000031.jpg,11
Artwork_wikidata_00000032.jpg,11
Artwork_wikidata_00000033.jpg,11
Artwork_wikidata_00000034.jpg,11
Artwork_wikidata_00000035.jpg,11
Artwork_wikidata_00000036.jpg,11
Artwork_wikidata_00000037.jpg,11
Artwork_wikidata_00000038.jpg,11
Artwork_wikidata_00000039.jpg,11
Artwork_wikidata_00000040.jpg,11
Artwork_wikidata_00000041.jpg,11
Artwork_wikidata_00000042.jpg,11
Artwork_wikidata_00000043.jpg,11
Artwork_wikidata_00000044.jpg,11
Artwork_wikidata_00000045.jpg,11
Artwork_wikidata_00000046.jpg,11
Artwork_wikidata_00000047.jpg,11
Artwork_wikidata_00000048.jpg,11
Artwork_wikidata_00000049.jpg,12
Artwork_wikidata_00000050.jpg,12
Artwork_wikidata_00000051.jpg,12
Artwork_wikidata_00000052.jpg,12
Artwork_wikidata_00000053.jpg,12
Artwork_wikidata_00000054.jpg,12
Artwork_wikidata_00000055.jpg,12
Artwork_wikidata_00000056.jpg,12
Artwork_wikidata_00000057.jpg,12
Artwork_wikidata_00000058.jpg,12
Artwork_wikidata_00000059.jpg,12
Artwork_wikidata_00000060.jpg,12
Artwork_wikidata_00000061.jpg,12
Artwork_wikidata_00000062.jpg,12
Artwork_wikidata_00000063.jpg,12
Artwork_wikidata_00000064.jpg,12
Artwork_wikidata_00000065.jpg,12
Artwork_wikidata_00000066.jpg,12
Artwork_wikidata_00000067.jpg,12
Artwork_wikidata_00000068.jpg,12
Artwork_wikidata_00000069.jpg,12
Artwork_wikidata_00000070.jpg,12
Artwork_wikidata_00000071.jpg,12
Artwork_wikidata_00000072.jpg,12
Artwork_wikidata_00000073.jpg,12
Artwork_wikidata_00000074.jpg,12
Artwork_wikidata_00000075.jpg,12
Artwork_wikidata_00000076.jpg,12
Artwork_wikidata_00000077.jpg,12
Artwork_wikidata_00000078.jpg,12
Artwork_wikidata_00000079.jpg,12
Artwork_wikidata_00000080.jpg,12
Artwork_wikidata_00000081.jpg,12
Artwork_wikidata_00000082.jpg,12
Artwork_wikidata_00000083.jpg,12
Artwork_wikidata_00000084.jpg,12
Artwork_wikidata_00000085.jpg,12
Artwork_wikidata_00000086.jpg,12
Artwork_wikidata_00000087.jpg,12
Artwork_wikidata_00000088.jpg,12
Artwork_wikidata_00000089.jpg,12
Artwork_wikidata_00000090.jpg,12
Artwork_wikidata_00000091.jpg,12
Artwork_wikidata_00000092.jpg,12
Artwork_wikidata_00000093.jpg,12
Artwork_wikidata_00000094.jpg,12
Artwork_wikidata_00000095.jpg,12
Artwork_wikidata_00000096.jpg,12
Artwork_wikidata_00000097.jpg,12
Artwork_wikidata_00000098.jpg,12
Artwork_wikidata_00000099.jpg,12
Artwork_wikidata_00000100.jpg,12
Artwork_wikidata_00000101.jpg,12
Artwork_wikidata_00000102.jpg,12
Artwork_wikidata_00000103.jpg,12
Artwork_wikidata_00000104.jpg,12
Artwork_wikidata_00000105.jpg,12
Artwork_wikidata_00000106.jpg,12
Artwork_wikidata_00000107.jpg,12
Artwork_wikidata_00000108.jpg,12
Artwork_wikidata_00000109.jpg,12
Artwork_wikidata_00000110.jpg,12
Artwork_wikidata_00000111.jpg,12
Artwork_wikidata_00000112.jpg,12
Artwork_wikidata_00000113.jpg,12
Artwork_wikidata_00000114.jpg,12
Artwork_wikidata_00000115.jpg,12
Artwork_wikidata_00000116.jpg,12
Artwork_wikidata_00000117.jpg,12
Artwork_wikidata_00000118.jpg,12
Artwork_wikidata_00000119.jpg,12
Artwork_wikidata_00000120.jpg,12
Artwork_wikidata_00000121.jpg,12
Artwork_wikidata_00000122.jpg,12
Artwork_wikidata_00000123.jpg,12
Artwork_wikidata_00000124.jpg,12
Artwork_wikidata_00000125.jpg,12
Artwork_wikidata_00000126.jpg,12
Artwork_wikidata_00000127.jpg,12
Artwork_wikidata_00000128.jpg,12
Artwork_wikidata_00000129.jpg,12
Artwork_wikidata_00000130.jpg,12
Artwork_wikidata_00000131.jpg,12
Artwork_wikidata_00000132.jpg,12
Artwork_wikidata_00000133.jpg,12
Artwork_wikidata_00000134.jpg,12
Artwork_wikidata_00000135.jpg,12
